,localx_X,localy_X,vel_X,acc_X,laneID_X,dzone_X,int_X,section_X,direction_X,movement_X,space_headway_X,localy_Y,vel_Y,acc_Y,laneID_Y,dzone_Y,int_Y,section_Y,direction_Y,movement_Y,space_headway_Y,relative_x,relative_y,relative_distance,num_lanes,duration
23,26.122,607.617,38.52,0.0,3.0,208.0,0.0,3.0,2.0,1.0,50.42,750.36,51.3,-0.05,3.0,201.0,0.0,3.0,4.0,1.0,65.04,0.7865853658763737,-48.692073170720356,48.698426116257565,3.0,3300.0
24,-20.961,891.628,51.56,-2.7,2.0,201.0,0.0,3.0,4.0,1.0,97.26,761.6060000000001,50.29,-15.84,2.0,208.0,0.0,3.0,2.0,1.0,0.0,2.745731707332974,41.36646341464324,41.45748832290339,3.0,2900.0
25,25.728,662.4830000000002,45.29,12.6,3.0,205.0,0.0,3.0,2.0,1.0,0.0,808.953,48.72,1.2,2.0,201.0,0.0,3.0,4.0,1.0,0.0,-1.7039634145387426,-47.08902439025867,47.119844114178285,3.0,3500.0
26,42.09,31.116999999999997,0.0,-0.34,1.0,201.0,0.0,0.0,2.0,1.0,0.0,55.917,9.59,0.0,3.0,208.0,0.0,0.0,2.0,1.0,0.0,-6.629268292667026,-5.81493902441807,8.818203555932499,3.0,7400.0
27,35.076,32.544000000000004,5.61,-0.68,0.0,201.0,1.0,0.0,3.0,2.0,0.0,56.417,12.73,0.0,3.0,208.0,0.0,0.0,2.0,1.0,0.0,-8.421341462412895,-4.617378048786167,9.604122660189576,3.0,4500.0
28,-44.611000000000004,656.232,51.3,6.47,3.0,201.0,0.0,3.0,4.0,1.0,0.0,508.13300000000004,51.3,-11.36,2.0,208.0,0.0,3.0,2.0,1.0,258.42,3.2948170737476974,48.494207317069204,48.606007477063436,3.0,3600.0
29,39.707,48.935,18.92,0.0,0.0,208.0,1.0,0.0,2.0,3.0,0.0,32.336,6.44,11.71,0.0,201.0,1.0,0.0,3.0,2.0,0.0,5.2783536585615725,3.5167682926573725,6.342608025811669,3.0,3300.0
30,15.083,30.174,15.59,8.1,0.0,201.0,1.0,0.0,3.0,2.0,0.0,40.528,17.87,12.54,2.0,208.0,0.0,0.0,2.0,1.0,0.0,-10.419817073213892,1.03932926828814,10.471522963120506,3.0,2300.0
31,47.966,63.71100000000001,26.27,0.0,0.0,203.0,1.0,0.0,2.0,3.0,0.0,9.107000000000001,22.33,-5.62,1.0,201.0,0.0,1.0,3.0,1.0,0.0,22.1530487800653,8.71524390247764,23.80573558056181,3.0,600.0
32,26.338,630.731,38.52,0.0,3.0,208.0,0.0,3.0,2.0,1.0,55.22,784.817,50.44,11.18,2.0,201.0,0.0,3.0,4.0,1.0,0.0,-2.738719512197393,-49.120121951237685,49.19641211583375,3.0,3800.0
33,15.115,547.313,49.18,-0.47,2.0,208.0,0.0,3.0,2.0,1.0,260.36,679.466,51.31,8.08,3.0,201.0,0.0,3.0,4.0,1.0,65.53,-1.039634146386894,-44.25426829271246,44.266478302228975,3.0,3300.0
34,-15.904000000000002,969.252,51.3,15.84,2.0,201.0,0.0,3.0,4.0,1.0,134.39,818.2589999999999,51.7,-4.24,2.0,208.0,0.0,3.0,2.0,1.0,0.0,5.7868902438047645,47.08810975610438,47.442366921315966,3.0,3100.0
35,-23.676,859.805,51.32,-10.39,2.0,201.0,0.0,3.0,4.0,1.0,98.11,704.3939999999999,43.46,-11.69,3.0,205.0,0.0,3.0,2.0,1.0,0.0,3.370121950794738,49.6756097560936,49.78979741476087,3.0,3700.0
36,-24.357,979.075,48.04,15.37,3.0,201.0,0.0,3.0,4.0,1.0,321.17,828.716,51.67,6.22,2.0,208.0,0.0,3.0,2.0,1.0,0.0,3.437500000397516,47.93323170728755,48.056332654055595,3.0,3400.0
37,-28.976,814.95,48.58,-9.51,2.0,201.0,0.0,3.0,4.0,1.0,94.72,678.806,41.62,0.57,3.0,208.0,0.0,3.0,2.0,1.0,61.84,0.4140243905301138,44.23231707315143,44.23425471120495,3.0,3500.0
38,15.353,586.656,49.18,0.0,2.0,208.0,0.0,3.0,2.0,1.0,263.7,711.7339999999997,42.08,-3.79,2.0,201.0,0.0,3.0,4.0,1.0,0.0,-2.9689024389925893,-40.90365853654675,41.01126264048292,3.0,3400.0
39,49.052,274.343,34.8,10.31,4.0,203.0,0.0,2.0,2.0,1.0,0.0,444.066,0.0,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-24.22530487798745,-43.54939024395696,49.833871885013075,3.0,11600.0
40,71.84100000000002,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,277.918,37.01,9.83,4.0,203.0,0.0,2.0,2.0,1.0,0.0,29.992073170681728,39.296036585384606,49.43382389007967,3.0,11500.0
41,30.37,191.59099999999998,42.48,8.09,3.0,208.0,0.0,2.0,2.0,1.0,344.33,359.75800000000015,7.29,-6.08,0.0,203.0,2.0,0.0,2.0,3.0,0.0,-25.998475610153612,-41.75884146342713,49.190665521208324,3.0,7500.0
42,55.512,429.95300000000003,0.0,0.0,1.0,201.0,0.0,0.0,3.0,1.0,0.0,405.027,23.88,11.94,1.0,203.0,0.0,0.0,1.0,1.0,0.0,-4.6097560975950485,11.904878048765724,12.7662043158998,3.0,400.0
43,23.451999999999998,760.573,36.73,-10.41,3.0,205.0,0.0,3.0,2.0,1.0,0.0,913.834,51.39,-11.16,1.0,201.0,0.0,3.0,4.0,1.0,0.0,-3.7201219510923074,-48.91646341463301,49.057718050538476,3.0,3500.0
44,25.029,881.145,48.82,-9.42,2.0,208.0,0.0,3.0,2.0,1.0,0.0,1027.414,51.44,-15.84,2.0,201.0,3.0,0.0,4.0,1.0,95.5,-5.335975609004224,-46.797560975622815,47.100789260552986,3.0,3600.0
45,-35.173,769.4,51.45,-15.84,2.0,201.0,0.0,3.0,4.0,1.0,86.36,621.082,49.18,0.0,2.0,208.0,0.0,3.0,2.0,1.0,264.88,5.474390243691188,46.921646341442965,47.23991790775752,3.0,3600.0
46,25.265,777.216,39.03,11.03,3.0,205.0,0.0,3.0,2.0,1.0,0.0,922.201,48.89,9.7,2.0,201.0,0.0,3.0,4.0,1.0,158.56,0.03414634166557978,-46.51097560971522,46.510988144095286,3.0,3500.0
47,-18.407,869.544,51.42,-1.35,1.0,201.0,0.0,3.0,4.0,1.0,854.29,734.033,43.54,-0.25,3.0,208.0,0.0,3.0,2.0,1.0,55.17,1.6478658534541002,44.01310975613675,44.0439472831026,3.0,3500.0
48,-24.791999999999998,882.217,50.25,-2.54,2.0,201.0,0.0,3.0,4.0,1.0,152.87,754.836,37.59,-11.18,3.0,208.0,0.0,3.0,2.0,1.0,54.29,-1.664634146330106,42.554268292676674,42.586814353344586,3.0,3500.0
49,37.724000000000004,854.794,39.79,-14.57,3.0,205.0,0.0,3.0,2.0,1.0,0.0,907.502,51.66,-8.07,2.0,201.0,0.0,3.0,4.0,1.0,81.27,12.10335365911128,-21.092987804895085,24.318826129872622,3.0,2400.0
50,15.158,709.8839999999999,49.45,0.0,2.0,208.0,0.0,3.0,2.0,1.0,255.28,792.322,50.04,2.9,1.0,201.0,0.0,3.0,4.0,1.0,0.0,1.6560975607007562,-27.334756097577447,27.38487812725495,3.0,2800.0
51,13.640999999999998,196.77200000000002,31.93,3.26,1.0,208.0,0.0,2.0,2.0,1.0,0.0,50.31800000000001,24.7,-6.88,0.0,208.0,1.0,0.0,2.0,3.0,0.0,10.212500000417961,44.470121951208725,45.627698852932674,3.0,1200.0
52,15.084000000000001,714.829,49.45,0.0,2.0,208.0,0.0,3.0,2.0,1.0,253.45,830.738,45.91,-5.4,2.0,201.0,0.0,3.0,4.0,1.0,143.83,-0.252134146782138,-37.43658536582299,37.43743441370582,3.0,3400.0
53,-37.691,801.0210000000003,46.71,-1.54,3.0,201.0,0.0,3.0,4.0,1.0,280.21,871.018,29.07,-13.5,3.0,208.0,0.0,3.0,2.0,1.0,58.62,-29.47469512199438,-12.810670731734008,32.138309493989034,3.0,1100.0
54,45.549,211.123,34.46,-6.42,4.0,203.0,0.0,2.0,2.0,1.0,0.0,64.839,23.0,10.45,0.0,207.0,1.0,0.0,2.0,3.0,0.0,17.340853658118625,41.16585365852921,44.66914721625799,3.0,1900.0
55,71.84100000000002,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,444.066,0.0,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,6.237195121555977,-3.207926829302933,7.013800505184277,3.0,19100.0
56,31.083000000000002,278.721,38.36,-9.09,2.0,208.0,0.0,2.0,2.0,1.0,213.29,444.066,0.0,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-28.592987804639538,-39.95182926833301,49.12949840454608,3.0,11400.0
57,-45.67,567.506,33.51,-11.37,3.0,201.0,0.0,3.0,4.0,1.0,0.0,444.066,0.0,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-8.245121951146826,47.56036585362958,48.269767309573574,3.0,9100.0
58,-45.46,563.266,25.0,-11.2,3.0,201.0,0.0,3.0,4.0,1.0,35.42,444.066,0.0,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-8.733231707180783,46.400304878039705,47.21501486631495,3.0,7600.0
59,44.398,443.56699999999995,6.77,4.17,0.0,211.0,2.0,0.0,3.0,1.0,0.0,576.177,17.59,0.38,2.0,201.0,0.0,3.0,4.0,1.0,0.0,3.101829267901982,-48.0451219512161,48.14514604936246,3.0,5300.0
60,31.587,442.147,15.57,0.91,0.0,211.0,2.0,0.0,3.0,1.0,0.0,429.73199999999997,4.06,6.81,0.0,201.0,2.0,0.0,3.0,2.0,0.0,-3.6384146342553754,6.7743902439649055,7.689630955272857,3.0,4300.0
61,-11.800999999999998,440.63,27.12,-0.69,0.0,211.0,2.0,0.0,3.0,1.0,0.0,281.582,25.25,11.33,1.0,208.0,0.0,2.0,2.0,1.0,0.0,15.612499999938668,46.53810975610324,49.08712474691502,3.0,2300.0
62,-25.796999999999997,440.311,30.26,7.84,0.0,211.0,2.0,0.0,3.0,1.0,0.0,574.322,12.54,0.22,2.0,201.0,0.0,3.0,4.0,1.0,40.35,-15.739634146391436,-36.72804878052131,39.95854915142196,3.0,1800.0
63,22.660999999999998,440.70300000000003,24.67,4.21,0.0,211.0,2.0,0.0,3.0,1.0,0.0,274.85200000000003,13.53,-11.03,2.0,208.0,0.0,2.0,2.0,1.0,70.95,22.104268291931056,44.220731707315366,49.43755444449124,3.0,3200.0
64,71.84100000000002,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,282.452,37.7,0.72,2.0,208.0,0.0,2.0,2.0,1.0,214.92,34.37957317034555,35.73323170726881,49.58647900003089,3.0,13600.0
65,-45.511,550.076,27.46,0.82,3.0,201.0,0.0,3.0,4.0,1.0,0.0,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,-16.73323170724893,45.98780487807434,48.93750341887415,3.0,10800.0
66,55.512,429.95300000000003,0.0,0.0,1.0,201.0,0.0,0.0,3.0,1.0,0.0,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,-6.836280487364204,-1.5024390244123913,6.999432400130299,3.0,10000.0
67,71.84100000000002,446.091,0.0,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,554.298,20.47,-5.49,3.0,201.0,0.0,3.0,4.0,1.0,33.75,16.167987803871767,-47.14969512197281,49.84473472415248,3.0,9500.0
68,-34.729,550.364,11.82,-5.97,2.0,201.0,0.0,3.0,4.0,1.0,0.0,445.217,9.56,5.73,2.0,211.0,0.0,0.0,3.0,1.0,0.0,-11.550304878264575,43.5740853658389,45.078935859781325,3.0,5900.0
69,44.03,443.024,19.98,1.4,0.0,211.0,2.0,0.0,3.0,1.0,0.0,284.154,26.85,11.22,1.0,208.0,0.0,2.0,2.0,1.0,0.0,29.95518292726313,37.328048780483826,47.86121822482141,3.0,4500.0
70,-34.025,578.058,12.53,-1.2,2.0,201.0,0.0,3.0,4.0,1.0,41.93,442.801,20.04,-0.73,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-1.6487804880343016,48.151524390218924,48.17974448043047,3.0,4400.0
71,12.698,439.602,24.96,-0.33,0.0,211.0,2.0,0.0,3.0,1.0,0.0,303.0370000000001,14.16,-2.42,3.0,208.0,0.0,2.0,2.0,1.0,622.68,13.31646341472728,38.95701219515149,41.17009833664417,3.0,3100.0
72,48.169,282.277,34.25,12.41,4.0,203.0,0.0,2.0,2.0,1.0,0.0,439.31199999999995,25.06,-1.64,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-12.677743902327721,-46.27682926827508,47.98197700781085,3.0,3000.0
73,-3.443,438.81199999999995,31.29,12.15,0.0,211.0,2.0,0.0,3.0,1.0,0.0,284.851,19.03,-0.6,1.0,208.0,0.0,2.0,2.0,1.0,39.89,16.48323170715807,44.005182926846885,46.99098905042453,3.0,2500.0
74,-26.191999999999997,439.75,32.76,-1.62,0.0,211.0,2.0,0.0,3.0,1.0,0.0,566.23,8.61,-9.54,1.0,201.0,0.0,3.0,4.0,1.0,0.0,-17.279268292676115,-33.415243902425395,37.618501269838745,3.0,1800.0
75,56.042,442.535,21.58,10.36,2.0,211.0,0.0,0.0,3.0,1.0,0.0,438.665,35.59,-0.18,0.0,211.0,2.0,0.0,3.0,1.0,0.0,29.010975609885573,-16.919817073162786,33.58447432410796,3.0,1000.0
76,-35.049,590.109,9.42,-7.55,2.0,201.0,0.0,3.0,4.0,1.0,43.66,438.221,35.95,3.51,0.0,211.0,2.0,0.0,3.0,1.0,0.0,26.997865854603486,35.984756097569495,44.9865250058807,3.0,800.0
77,-25.244,562.653,6.97,0.39,1.0,201.0,0.0,3.0,4.0,1.0,0.0,411.23400000000004,15.52,11.2,0.0,201.0,2.0,0.0,3.0,2.0,0.0,19.138109756395128,41.2320121950981,45.45707947838868,3.0,1700.0
78,-34.056,570.586,11.56,-7.52,2.0,201.0,0.0,3.0,4.0,1.0,38.78,423.98,15.23,2.12,0.0,201.0,2.0,0.0,3.0,2.0,0.0,6.606097560001129,47.038109756072004,47.49972941392961,3.0,5400.0
79,24.59800000000001,441.38699999999994,25.32,3.05,0.0,211.0,2.0,0.0,3.0,1.0,0.0,335.15,25.74,11.51,4.0,203.0,0.0,2.0,2.0,1.0,0.0,9.057012194392794,30.216768292693146,31.544929163713235,3.0,2800.0
80,21.779,63.968999999999994,24.84,8.58,0.0,208.0,1.0,0.0,2.0,3.0,0.0,61.7,26.27,0.0,2.0,203.0,1.0,0.0,2.0,3.0,0.0,-7.577743902859257,3.829573170727732,8.490455425198244,3.0,12500.0
81,46.613,65.972,26.27,0.0,0.0,203.0,1.0,0.0,2.0,3.0,0.0,117.214,18.95,1.81,3.0,208.0,0.0,2.0,2.0,1.0,28.41,-1.6493902439478696,-16.219512195107757,16.303161166598322,3.0,12300.0
82,11.061,110.334,29.38,8.42,1.0,208.0,0.0,2.0,2.0,1.0,0.0,70.541,26.27,0.0,0.0,203.0,1.0,0.0,2.0,3.0,0.0,-4.668902439383291,15.012804878074903,15.722053310418104,3.0,12100.0
83,33.129,161.60299999999995,23.36,-1.71,3.0,208.0,0.0,2.0,2.0,1.0,611.08,82.244,25.39,-11.21,0.0,203.0,1.0,0.0,2.0,3.0,0.0,7.83810975603623,22.936890243904713,24.239160435308012,3.0,11600.0
84,45.403999999999996,41.986999999999995,18.6,0.0,2.0,208.0,0.0,0.0,2.0,1.0,0.0,89.3,23.85,-11.07,0.0,203.0,1.0,0.0,2.0,3.0,0.0,-3.2371951218853456,-14.718597560976178,15.070386405767175,3.0,11300.0
85,48.20399999999999,63.426,25.53,0.0,0.0,203.0,1.0,0.0,2.0,3.0,0.0,101.21700000000001,23.75,5.9,4.0,203.0,0.0,2.0,2.0,1.0,0.0,-0.9496951220193652,-12.078048780463956,12.11532843830716,3.0,10800.0
86,38.898,130.514,28.0,0.91,4.0,203.0,0.0,2.0,2.0,1.0,0.0,45.933,25.09,0.21,0.0,208.0,1.0,0.0,2.0,3.0,0.0,8.461890243868368,24.85365853659105,26.254674424809373,3.0,9700.0
87,43.802,190.405,32.88,10.42,4.0,203.0,0.0,2.0,2.0,1.0,0.0,345.681,0.06,0.0,2.0,208.0,0.0,2.0,2.0,1.0,0.0,-15.249085365851386,-44.45060975608279,46.9935241515529,3.0,7700.0
88,1.995,422.10400000000004,15.94,1.81,0.0,201.0,2.0,0.0,3.0,2.0,0.0,289.397,34.46,-11.1,4.0,203.0,0.0,2.0,2.0,1.0,0.0,6.737804878219144,41.195731707309115,41.74309913599549,3.0,4800.0
89,38.016,201.748,25.42,-6.09,3.0,207.0,0.0,2.0,2.0,1.0,128.5,367.168,22.51,11.08,0.0,203.0,2.0,0.0,1.0,3.0,0.0,-26.226524389973594,-40.21189024390812,48.00861067106601,3.0,2100.0
90,-14.520999999999999,433.414,35.01,2.9,0.0,211.0,2.0,0.0,3.0,1.0,0.0,388.42900000000003,20.73,11.79,3.0,203.0,0.0,0.0,1.0,1.0,0.0,-19.51432926921038,28.538109756091885,34.5721384250079,3.0,500.0
91,48.925,444.066,24.73,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,293.828,15.22,0.0,2.0,208.0,0.0,2.0,2.0,1.0,52.05,27.038109755972627,35.590853658575774,44.69640078711237,3.0,4300.0
92,51.358000000000004,341.531,22.47,9.46,4.0,203.0,0.0,2.0,2.0,1.0,0.0,438.92400000000004,34.27,-8.07,0.0,211.0,2.0,0.0,3.0,1.0,0.0,8.207926829061584,-37.93963414635339,38.81734022302885,3.0,1300.0
93,51.961999999999996,443.897,24.73,0.0,2.0,211.0,0.0,0.0,3.0,1.0,0.0,345.86300000000006,0.05,0.0,2.0,208.0,0.0,2.0,2.0,1.0,0.0,20.9713414632261,20.729878048835573,29.48770941743053,3.0,4700.0
94,50.913000000000004,444.285,24.73,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,288.645,18.99,0.0,1.0,208.0,0.0,2.0,2.0,1.0,38.49,30.91920731680059,35.512499999973315,47.08646341940961,3.0,4600.0
95,46.938,443.846,24.73,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,490.839,0.0,0.0,3.0,201.0,0.0,3.0,4.0,1.0,0.0,17.662500000059058,-26.18506097557057,31.58514404821411,3.0,4400.0
96,-45.157,513.882,0.21,5.93,3.0,201.0,0.0,3.0,4.0,1.0,23.04,442.65,32.4,-10.73,0.0,211.0,2.0,0.0,3.0,1.0,0.0,0.4015243904687828,23.439329268308587,23.44276814679377,3.0,2300.0
97,-27.384,440.695,34.52,-2.07,0.0,211.0,2.0,0.0,3.0,1.0,0.0,541.952,3.18,0.26,2.0,201.0,0.0,3.0,4.0,1.0,25.26,-11.769817073307026,-27.507317073149157,29.91957697732159,3.0,1800.0
98,-74.92399999999998,437.39300000000003,36.7,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,366.615,18.02,5.24,0.0,201.0,2.0,0.0,4.0,2.0,0.0,-0.4682926821704136,25.817987804866124,25.822234456537462,3.0,500.0
99,-78.88,437.339,36.7,0.0,0.0,211.0,2.0,0.0,3.0,1.0,0.0,568.085,6.6,-1.55,2.0,201.0,0.0,3.0,4.0,1.0,29.77,-28.672560975637012,-27.338719512222386,39.61718487562678,3.0,400.0
100,-45.581,533.201,12.22,-2.39,3.0,201.0,0.0,3.0,4.0,1.0,30.71,429.95300000000003,0.0,0.0,1.0,201.0,0.0,0.0,3.0,1.0,0.0,-12.151829267727075,42.86250000004657,44.551777302437436,3.0,11100.0
101,-35.482,542.616,10.78,-4.75,2.0,201.0,0.0,3.0,4.0,1.0,0.0,427.676,14.35,-0.06,0.0,201.0,2.0,0.0,3.0,2.0,0.0,-3.3076219521917225,41.89481707318209,42.02518364711819,3.0,8100.0
102,58.12300000000001,442.82099999999997,20.81,8.11,2.0,211.0,0.0,0.0,3.0,1.0,0.0,408.91900000000004,16.44,1.43,0.0,201.0,2.0,0.0,3.0,2.0,0.0,25.557621951760133,-3.9030487804599785,25.8539325753693,3.0,4500.0
103,49.29600000000001,441.327,23.2,0.82,0.0,211.0,2.0,0.0,3.0,1.0,0.0,545.93,4.66,-4.37,2.0,201.0,0.0,3.0,4.0,1.0,26.8,7.573170732229768,-40.90304878049121,41.59822489576622,3.0,4100.0
104,47.004,440.894,23.25,-0.36,0.0,211.0,2.0,0.0,3.0,1.0,0.0,513.828,0.51,4.03,3.0,201.0,0.0,3.0,4.0,1.0,22.99,14.18109756167524,-33.2753048780255,36.171113374892116,3.0,4000.0
105,39.010999999999996,328.48,5.85,0.26,3.0,208.0,0.0,2.0,2.0,1.0,0.0,440.04400000000004,23.16,-0.26,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-17.66249999977512,-27.240243902438454,32.465285985285746,3.0,3800.0
106,-35.085,517.6080000000002,2.83,-2.68,2.0,201.0,0.0,3.0,4.0,1.0,0.0,439.18199999999996,24.03,10.17,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-8.300304878219142,31.953658536573442,33.014108422662595,3.0,3600.0
107,2.283,435.255,32.18,5.47,0.0,211.0,2.0,0.0,3.0,1.0,0.0,574.596,8.54,-2.72,2.0,201.0,0.0,3.0,4.0,1.0,34.01,-8.964634146938874,-42.871036585320994,43.79829269832779,3.0,2400.0
108,29.553,319.89099999999996,1.2,0.0,2.0,208.0,0.0,2.0,2.0,1.0,26.01,433.79699999999997,34.63,4.04,0.0,211.0,2.0,0.0,3.0,1.0,0.0,-6.586280487557282,-35.48475609760073,36.09081608895801,3.0,2000.0
109,20.012,468.514,13.47,-4.94,0.0,208.0,2.0,0.0,2.0,3.0,0.0,320.25,1.2,0.0,2.0,208.0,0.0,2.0,2.0,1.0,25.65,20.363414633689764,39.98384146344928,44.8706611687171,3.0,1700.0
