,localx_X,localy_X,globalx_X,globaly_X,vlength_X,vwidth_X,vclass_X,vel_X,acc_X,laneID_X,dzone_X,int_X,section_X,direction_X,movement_X,space_headway_X,localx_Y,localy_Y,globalx_Y,globaly_Y,vlength_Y,vwidth_Y,vclass_Y,vel_Y,acc_Y,laneID_Y,dzone_Y,int_Y,section_Y,direction_Y,movement_Y,space_headway_Y,duration
10,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,40.711,313.515,6452067.077000001,1873071.082,13.0,7.0,2,45.97,-15.8,3,208.0,0.0,2.0,2.0,1.0,68.04,6900
11,38.285,142.789,6451997.538,1872916.56,15.6,6.6,2,40.26,1.61,4,203.0,0.0,2.0,2.0,1.0,0.0,15.215,44.153,6451937.892999998,1872833.96,16.0,7.0,2,44.04,0.0,2,208.0,1.0,0.0,2.0,1.0,299.26,10100
12,-41.556,797.8380000000002,6452207.456,1873531.835,16.8,7.0,2,51.71,3.47,3,201.0,0.0,3.0,4.0,1.0,0.0,14.494000000000002,640.89,6452196.25,1873370.218,18.5,7.0,2,51.3,0.16,2,208.0,0.0,3.0,2.0,1.0,0.0,2800
13,14.582,671.803,6452209.752,1873398.026,18.5,7.0,2,51.31,1.65,2,208.0,0.0,3.0,2.0,1.0,0.0,-38.113,829.0889999999998,6452219.978999998,1873560.669,20.0,7.0,2,51.75,-0.28,3,201.0,0.0,3.0,4.0,1.0,70.53,2900
14,-14.472,1485.504,6452420.663,1874163.546,17.7,7.6,2,51.35,15.84,2,201.0,0.0,4.0,4.0,1.0,110.59,-37.595,1614.743,6452395.499,1874281.418,20.6,7.2,2,52.79,0.0,3,201.0,0.0,5.0,4.0,1.0,278.11,6300
15,-45.234,752.075,6452190.673,1873496.178,16.8,7.0,2,51.3,-13.39,3,201.0,0.0,3.0,4.0,1.0,0.0,25.287,609.012,6452192.128,1873336.816,14.2,7.0,2,40.57,0.0,3,205.0,0.0,3.0,2.0,1.0,0.0,3100
16,17.377,35.42800000000001,6451936.292,1872825.115,13.0,7.0,2,36.97,0.0,2,208.0,1.0,0.0,2.0,1.0,117.88,21.715,153.30700000000004,6451986.221,1872932.576,18.5,7.0,2,39.99,-0.04,2,208.0,0.0,2.0,2.0,1.0,0.0,15900
17,-15.902,946.516,6452279.982999999,1873666.273,15.9,7.2,2,51.32,0.0,2,201.0,0.0,3.0,4.0,1.0,102.94,-42.934,789.529,6452203.6910000015,1873524.326,20.0,7.0,2,51.85,12.74,3,201.0,0.0,3.0,4.0,1.0,70.66,2800
18,29.829,283.866,6452044.6570000015,1873048.721,16.0,7.0,2,47.51,-9.96,2,208.0,0.0,2.0,2.0,1.0,251.88,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,6500
19,14.142,697.429,6452220.4920000015,1873421.311,18.5,7.0,2,51.29,0.7,2,208.0,0.0,3.0,2.0,1.0,0.0,-25.231,853.174,6452239.642000001,1873580.457,20.0,7.5,2,48.84,3.8,2,201.0,0.0,3.0,4.0,1.0,0.0,3100
20,-14.332,1492.1029999999996,6452420.521000002,1874170.183,17.7,7.6,2,51.3,15.84,2,201.0,4.0,0.0,4.0,1.0,109.04,-14.824000000000002,1624.668,6452414.331,1874297.616,17.3,7.2,2,51.39,0.0,1,203.0,0.0,5.0,4.0,1.0,0.0,6900
21,29.831,278.9,6452042.528,1873044.207,16.0,7.0,2,51.3,-13.88,2,208.0,0.0,2.0,2.0,1.0,252.45,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,6700
22,-45.631,769.1110000000001,6452196.693,1873509.579,20.0,7.0,2,51.52,-15.84,3,201.0,0.0,3.0,4.0,1.0,66.8,25.815,645.499,6452208.451,1873369.482,14.2,7.0,2,40.72,2.64,3,205.0,0.0,3.0,2.0,1.0,0.0,2800
23,-45.091,724.378,6452178.837,1873471.301,16.8,7.0,2,51.3,-0.27,3,201.0,0.0,3.0,4.0,1.0,0.0,25.893,580.58,6452180.356000002,1873311.006,13.0,7.0,2,40.37,-11.24,3,208.0,0.0,3.0,2.0,1.0,48.72,3400
24,26.122,607.617,6452192.275,1873335.197,13.0,7.0,2,38.52,0.0,3,208.0,0.0,3.0,2.0,1.0,50.42,-45.562,750.36,6452189.695,1873494.907,20.0,7.0,2,51.3,-0.05,3,201.0,0.0,3.0,4.0,1.0,65.04,3300
25,-20.961,891.628,6452256.416,1873615.598,15.9,7.2,2,51.56,-2.7,2,201.0,0.0,3.0,4.0,1.0,97.26,12.882,761.6060000000001,6452247.41,1873479.916,18.5,7.0,2,50.29,-15.84,2,208.0,0.0,3.0,2.0,1.0,0.0,2900
26,25.728,662.4830000000002,6452215.734,1873384.741,14.2,7.0,2,45.29,12.6,3,205.0,0.0,3.0,2.0,1.0,0.0,-30.483,808.953,6452221.323,1873539.193,20.0,7.5,2,48.72,1.2,2,201.0,0.0,3.0,4.0,1.0,0.0,3500
27,42.09,31.117,6451956.302,1872809.755,15.2,6.5,2,0.0,-0.34,1,201.0,0.0,0.0,2.0,1.0,0.0,53.947,55.917,6451978.046,1872828.828,14.4,6.5,2,9.59,0.0,3,208.0,0.0,0.0,2.0,1.0,0.0,7400
28,35.076,32.544000000000004,6451950.646000002,1872814.131,15.2,6.5,2,5.61,-0.68,0,201.0,1.0,0.0,3.0,2.0,0.0,53.967,56.417,6451978.267999998,1872829.276,16.2,6.5,2,12.73,0.0,3,208.0,0.0,0.0,2.0,1.0,0.0,4500
29,-44.611,656.232,6452149.702000001,1873409.766,16.8,7.0,2,51.3,6.47,3,201.0,0.0,3.0,4.0,1.0,0.0,14.713,508.133,6452138.895,1873250.705,16.0,7.0,2,51.3,-11.36,2,208.0,0.0,3.0,2.0,1.0,258.42,3600
30,39.707,48.935,6451962.195,1872828.291,13.7,6.5,2,18.92,0.0,0,208.0,1.0,0.0,2.0,3.0,0.0,28.687,32.336,6451944.882,1872816.756,15.2,6.5,2,6.44,11.71,0,201.0,1.0,0.0,3.0,2.0,0.0,3300
31,15.083,30.174,6451931.659,1872820.847,15.2,6.5,2,15.59,8.1,0,201.0,1.0,0.0,3.0,2.0,0.0,47.474,40.528,6451965.836,1872817.438,14.8,6.7,2,17.87,12.54,2,208.0,0.0,0.0,2.0,1.0,0.0,2300
32,47.966,63.71100000000001,6451976.304,1872839.756,13.8,6.7,2,26.27,0.0,0,203.0,1.0,0.0,2.0,3.0,0.0,-5.777,9.107,6451903.642000001,1872811.17,15.2,6.5,2,22.33,-5.62,1,201.0,0.0,1.0,3.0,1.0,0.0,600
33,26.338,630.731,6452202.507,1873355.923,13.0,7.0,2,38.52,0.0,3,208.0,0.0,3.0,2.0,1.0,55.22,-33.329,784.817,6452211.49,1873517.037,20.0,7.5,2,50.44,11.18,2,201.0,0.0,3.0,4.0,1.0,0.0,3800
34,15.115,547.313,6452156.17,1873285.657,16.0,7.0,2,49.18,-0.47,2,208.0,0.0,3.0,2.0,1.0,260.36,-44.853,679.466,6452159.58,1873430.811,20.0,7.0,2,51.31,8.08,3,201.0,0.0,3.0,4.0,1.0,65.53,3300
35,-15.904000000000002,969.252,6452290.305,1873687.909,17.7,7.0,2,51.3,15.84,2,201.0,0.0,3.0,4.0,1.0,134.39,18.971,818.2589999999999,6452271.324,1873533.46,18.5,7.0,2,51.7,-4.24,2,208.0,0.0,3.0,2.0,1.0,0.0,3100
36,-23.676,859.805,6452243.347999998,1873586.365,15.9,7.2,2,51.32,-10.39,2,201.0,0.0,3.0,4.0,1.0,98.11,23.844,704.3939999999999,6452232.294,1873423.429,14.2,7.0,2,43.46,-11.69,3,205.0,0.0,3.0,2.0,1.0,0.0,3700
37,-24.357,979.075,6452286.834,1873700.261,16.3,7.4,2,48.04,15.37,3,201.0,0.0,3.0,4.0,1.0,321.17,20.185,828.716,6452275.5589999985,1873543.04,18.5,7.0,2,51.67,6.22,2,208.0,0.0,3.0,2.0,1.0,0.0,3400
38,-28.976,814.95,6452224.517000001,1873544.419,15.9,7.2,2,48.58,-9.51,2,201.0,0.0,3.0,4.0,1.0,94.72,26.09,678.806,6452223.159,1873399.337,13.0,7.0,2,41.62,0.57,3,208.0,0.0,3.0,2.0,1.0,61.84,3500
39,15.353,586.656,6452173.471,1873320.992,16.0,7.0,2,49.18,0.0,2,208.0,0.0,3.0,2.0,1.0,263.7,-34.141,711.7339999999998,6452183.209,1873455.156,20.0,7.5,2,42.08,-3.79,2,201.0,0.0,3.0,4.0,1.0,0.0,3400
40,49.052,274.343,6452057.726,1873031.309,15.6,6.6,2,34.8,10.31,4,203.0,0.0,2.0,2.0,1.0,0.0,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,11600
41,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,49.011,277.918,6452059.268999998,1873034.738,15.6,6.6,2,37.01,9.83,4,203.0,0.0,2.0,2.0,1.0,0.0,11500
42,30.37,191.591,6452008.802999998,1872964.679,13.9,6.8,2,42.48,8.09,3,208.0,0.0,2.0,2.0,1.0,344.33,51.187,359.7580000000001,6452094.078,1873101.648,15.6,6.6,2,7.29,-6.08,0,203.0,2.0,0.0,2.0,3.0,0.0,7500
43,55.512,429.953,6452135.22,1873158.701,14.5,7.0,2,0.0,0.0,1,201.0,0.0,0.0,3.0,1.0,0.0,89.18299999999998,405.027,6452150.34,1873119.653,15.6,6.6,2,23.88,11.94,1,203.0,0.0,0.0,1.0,1.0,0.0,400
44,23.452,760.573,6452256.417,1873474.303,14.2,7.0,2,36.73,-10.41,3,205.0,0.0,3.0,2.0,1.0,0.0,-15.743,913.834,6452268.619,1873634.749,17.7,7.0,2,51.39,-11.16,1,201.0,0.0,3.0,4.0,1.0,0.0,3500
45,25.029,881.145,6452296.396000002,1873590.585,18.5,7.0,2,48.82,-9.42,2,208.0,0.0,3.0,2.0,1.0,0.0,-20.398,1027.414,6452313.897999999,1873744.081,17.7,7.6,2,51.44,-15.84,2,201.0,3.0,0.0,4.0,1.0,95.5,3600
46,-35.173,769.4,6452206.503,1873505.845,15.9,7.2,2,51.45,-15.84,2,201.0,0.0,3.0,4.0,1.0,86.36,15.492,621.082,6452188.547,1873351.942,16.0,7.0,2,49.18,0.0,2,208.0,0.0,3.0,2.0,1.0,264.88,3600
47,25.265,777.216,6452265.207,1873492.405,14.2,7.0,2,39.03,11.03,3,205.0,0.0,3.0,2.0,1.0,0.0,-22.432,922.201,6452265.095,1873644.961,16.3,7.4,2,48.89,9.7,2,201.0,0.0,3.0,4.0,1.0,158.56,3500
48,-18.407,869.544,6452251.562000001,1873593.918,17.7,7.0,2,51.42,-1.35,1,201.0,0.0,3.0,4.0,1.0,854.29,24.991,734.033,6452246.1570000015,1873449.555,13.0,7.0,2,43.54,-0.25,3,208.0,0.0,3.0,2.0,1.0,55.17,3500
49,-24.792,882.217,6452249.707,1873607.993,16.3,7.4,2,50.25,-2.54,2,201.0,0.0,3.0,4.0,1.0,152.87,24.919,754.836,6452255.167,1873468.415,13.0,7.0,2,37.59,-11.18,3,208.0,0.0,3.0,2.0,1.0,54.29,3500
50,37.724,854.794,6452299.8670000015,1873561.92,14.2,7.0,2,39.79,-14.57,3,205.0,0.0,3.0,2.0,1.0,0.0,-22.523000000000003,907.502,6452260.168,1873631.105,17.7,7.6,2,51.66,-8.07,2,201.0,0.0,3.0,4.0,1.0,81.27,2400
51,15.158,709.8839999999999,6452226.812999999,1873432.078,16.0,7.0,2,49.45,0.0,2,208.0,0.0,3.0,2.0,1.0,255.28,-25.269,792.322,6452221.381,1873521.736,17.7,7.0,2,50.04,2.9,1,201.0,0.0,3.0,4.0,1.0,0.0,2800
52,13.640999999999998,196.772,6451995.361000001,1872975.829,13.7,6.5,2,31.93,3.26,1,208.0,0.0,2.0,2.0,1.0,0.0,38.702,50.31800000000001,6451961.864,1872829.967,14.3,6.7,2,24.7,-6.88,0,208.0,1.0,0.0,2.0,3.0,0.0,1200
53,15.084,714.829,6452228.892999998,1873436.563,16.0,7.0,2,49.45,0.0,2,208.0,0.0,3.0,2.0,1.0,253.45,-28.419,830.738,6452229.72,1873559.355,16.3,7.4,2,45.91,-5.4,2,201.0,0.0,3.0,4.0,1.0,143.83,3400
54,-37.691,801.0210000000002,6452212.087,1873533.726,17.7,7.6,2,46.71,-1.54,3,201.0,0.0,3.0,4.0,1.0,280.21,41.59,871.018,6452308.764,1873575.745,13.0,7.0,2,29.07,-13.5,3,208.0,0.0,3.0,2.0,1.0,58.62,1100
55,45.549,211.123,6452030.347999998,1872976.927,13.8,6.7,2,34.46,-6.42,4,203.0,0.0,2.0,2.0,1.0,0.0,44.53,64.839,6451973.47,1872841.903,11.5,6.5,2,23.0,10.45,0,207.0,1.0,0.0,2.0,3.0,0.0,1900
56,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,19100
57,31.083,278.721,6452043.4,1873043.109,13.9,6.8,2,38.36,-9.09,2,208.0,0.0,2.0,2.0,1.0,213.29,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,11400
58,-45.67,567.506,6452110.141,1873330.149,16.8,7.0,2,33.51,-11.37,3,201.0,0.0,3.0,4.0,1.0,0.0,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,9100
59,-45.46,563.266,6452108.54,1873326.344,20.0,7.0,2,25.0,-11.2,3,201.0,0.0,3.0,4.0,1.0,35.42,48.925,444.066,6452137.185,1873174.151,13.5,6.5,2,0.0,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,7600
60,44.398,443.567,6452133.057999998,1873176.161,13.5,6.5,2,6.77,4.17,0,211.0,2.0,0.0,3.0,1.0,0.0,-35.755,576.177,6452122.884,1873333.749,20.0,7.5,2,17.59,0.38,2,201.0,0.0,3.0,4.0,1.0,0.0,5300
61,31.587,442.147,6452121.489,1873181.796,13.5,6.5,2,15.57,0.91,0,211.0,2.0,0.0,3.0,1.0,0.0,53.511,429.732,6452133.423,1873159.576,14.5,7.0,2,4.06,6.81,0,201.0,2.0,0.0,3.0,2.0,0.0,4300
62,-11.800999999999998,440.63,6452083.999,1873203.66,13.5,6.5,2,27.12,-0.69,0,211.0,2.0,0.0,3.0,1.0,0.0,18.153,281.582,6452032.79,1873051.015,13.7,6.5,2,25.25,11.33,1,208.0,0.0,2.0,2.0,1.0,0.0,2300
63,-25.797,440.311,6452071.998,1873210.869,13.5,6.5,2,30.26,7.84,0,211.0,2.0,0.0,3.0,1.0,0.0,-34.041,574.322,6452123.624,1873331.337,15.9,7.2,2,12.54,0.22,2,201.0,0.0,3.0,4.0,1.0,40.35,1800
64,22.661,440.703,6452113.187999999,1873185.329,14.5,6.5,2,24.67,4.21,0,211.0,2.0,0.0,3.0,1.0,0.0,29.805,274.85200000000003,6452040.686000002,1873040.285,16.2,6.5,2,13.53,-11.03,2,208.0,0.0,2.0,2.0,1.0,70.95,3200
65,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,31.047,282.452,6452044.878,1873046.424,13.9,6.8,2,37.7,0.72,2,208.0,0.0,2.0,2.0,1.0,214.92,13600
66,-45.511,550.076,6452102.7579999985,1873314.469,16.8,7.0,2,27.46,0.82,3,201.0,0.0,3.0,4.0,1.0,0.0,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,10800
67,55.512,429.953,6452135.22,1873158.701,14.5,7.0,2,0.0,0.0,1,201.0,0.0,0.0,3.0,1.0,0.0,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,10000
68,71.84100000000002,446.091,6452157.642999998,1873163.629,14.5,6.5,2,0.0,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,-45.496,554.298,6452104.612000002,1873318.28,20.0,7.0,2,20.47,-5.49,3,201.0,0.0,3.0,4.0,1.0,33.75,9500
69,-34.729,550.364,6452112.5929999985,1873310.042,20.0,7.5,2,11.82,-5.97,2,201.0,0.0,3.0,4.0,1.0,0.0,63.927,445.217,6452150.477999999,1873167.119,14.5,6.5,2,9.56,5.73,2,211.0,0.0,0.0,3.0,1.0,0.0,5900
70,44.03,443.024,6452132.471,1873175.891,14.5,6.5,2,19.98,1.4,0,211.0,2.0,0.0,3.0,1.0,0.0,18.373,284.154,6452034.2179999985,1873053.455,13.7,6.5,2,26.85,11.22,1,208.0,0.0,2.0,2.0,1.0,0.0,4500
71,-34.025,578.058,6452125.265,1873334.704,15.9,7.2,2,12.53,-1.2,2,201.0,0.0,3.0,4.0,1.0,41.93,42.021,442.801,6452130.673,1873176.767,14.5,6.5,2,20.04,-0.73,0,211.0,2.0,0.0,3.0,1.0,0.0,4400
72,12.698,439.602,6452104.171,1873189.722,14.5,6.5,2,24.96,-0.33,0,211.0,2.0,0.0,3.0,1.0,0.0,38.612,303.0370000000001,6452060.493,1873061.943,14.4,6.5,2,14.16,-2.42,3,208.0,0.0,2.0,2.0,1.0,622.68,3100
73,48.169,282.277,6452060.341,1873039.029,13.8,6.7,2,34.25,12.41,4,203.0,0.0,2.0,2.0,1.0,0.0,10.233,439.312,6452101.924,1873190.817,14.5,6.5,2,25.06,-1.64,0,211.0,2.0,0.0,3.0,1.0,0.0,3000
74,-3.443,438.812,6452090.094,1873197.658,14.5,6.5,2,31.29,12.15,0,211.0,2.0,0.0,3.0,1.0,0.0,20.091,284.851,6452036.029,1873053.321,14.8,6.7,2,19.03,-0.6,1,208.0,0.0,2.0,2.0,1.0,39.89,2500
75,-26.192,439.75,6452071.361000001,1873210.6,14.5,6.5,2,32.76,-1.62,0,211.0,2.0,0.0,3.0,1.0,0.0,-25.23,566.23,6452128.037000001,1873320.202,17.7,7.0,2,8.61,-9.54,1,201.0,0.0,3.0,4.0,1.0,0.0,1800
76,56.042,442.535,6452142.4,1873169.058,15.0,7.0,2,21.58,10.36,2,211.0,0.0,0.0,3.0,1.0,0.0,-54.035,438.665,6452047.244,1873224.555,14.5,6.5,2,35.59,-0.18,0,211.0,2.0,0.0,3.0,1.0,0.0,1000
77,-35.049,590.109,6452129.5660000015,1873345.983,16.3,7.4,2,9.42,-7.55,2,201.0,0.0,3.0,4.0,1.0,43.66,-61.118,438.221,6452041.012999998,1873227.953,14.5,6.5,2,35.95,3.51,0,211.0,2.0,0.0,3.0,1.0,0.0,800
78,-25.244,562.653,6452126.477000001,1873317.0,17.7,7.0,2,6.97,0.39,1,201.0,0.0,3.0,4.0,1.0,0.0,-17.269000000000002,411.234,6452063.704,1873181.759,14.5,7.0,2,15.52,11.2,0,201.0,2.0,0.0,3.0,2.0,0.0,1700
79,-34.056,570.586,6452121.978999998,1873327.96,15.9,7.2,2,11.56,-7.52,2,201.0,0.0,3.0,4.0,1.0,38.78,17.996,423.98,6452100.311000002,1873173.675,14.5,7.0,2,15.23,2.12,0,201.0,2.0,0.0,3.0,2.0,0.0,5400
80,24.598000000000006,441.387,6452115.187999999,1873184.867,15.5,6.5,2,25.32,3.05,0,211.0,2.0,0.0,3.0,1.0,0.0,51.2,335.15,6452085.481000002,1873085.756,13.8,6.7,2,25.74,11.51,4,203.0,0.0,2.0,2.0,1.0,0.0,2800
81,21.779,63.969,6451952.047,1872849.771,14.8,6.7,2,24.84,8.58,0,208.0,1.0,0.0,2.0,3.0,0.0,49.49,61.7,6451976.902000002,1872837.21,13.8,6.7,2,26.27,0.0,2,203.0,1.0,0.0,2.0,3.0,0.0,12500
82,46.613,65.972,6451975.916,1872842.362,13.8,6.7,2,26.27,0.0,0,203.0,1.0,0.0,2.0,3.0,0.0,31.312,117.214,6451981.326,1872895.562,16.2,6.5,2,18.95,1.81,3,208.0,0.0,2.0,2.0,1.0,28.41,12300
83,11.061,110.334,6451959.9339999985,1872896.823,13.7,6.5,2,29.38,8.42,1,208.0,0.0,2.0,2.0,1.0,0.0,44.004,70.541,6451975.248,1872847.581,13.8,6.7,2,26.27,0.0,0,203.0,1.0,0.0,2.0,3.0,0.0,12100
84,33.129,161.60299999999995,6451999.924,1872935.901,14.4,6.5,2,23.36,-1.71,3,208.0,0.0,2.0,2.0,1.0,611.08,38.156,82.244,6451974.215,1872860.668,13.8,6.7,2,25.39,-11.21,0,203.0,1.0,0.0,2.0,3.0,0.0,11600
85,45.404,41.987,6451964.546,1872819.619,14.6,6.5,2,18.6,0.0,2,208.0,0.0,0.0,2.0,1.0,0.0,36.261,89.3,6451975.164,1872867.896,13.8,6.7,2,23.85,-11.07,0,203.0,1.0,0.0,2.0,3.0,0.0,11300
86,48.20399999999999,63.426,6451976.415,1872839.401,13.5,6.7,2,25.53,0.0,0,203.0,1.0,0.0,2.0,3.0,0.0,35.968,101.217,6451979.53,1872879.017,13.8,6.7,2,23.75,5.9,4,203.0,0.0,2.0,2.0,1.0,0.0,10800
87,38.898,130.514,6451993.413,1872904.966,13.8,6.7,2,28.0,0.91,4,203.0,0.0,2.0,2.0,1.0,0.0,44.853,45.933,6451965.658,1872823.446,14.3,6.7,2,25.09,0.21,0,208.0,1.0,0.0,2.0,3.0,0.0,9700
88,43.802,190.405,6452020.78,1872958.431,13.8,6.7,2,32.88,10.42,4,203.0,0.0,2.0,2.0,1.0,0.0,30.076,345.681,6452070.797,1873104.229,13.9,6.8,2,0.06,0.0,2,208.0,0.0,2.0,2.0,1.0,0.0,7700
89,1.995,422.104,6452085.781,1873180.641,14.5,7.0,2,15.94,1.81,0,201.0,2.0,0.0,3.0,2.0,0.0,48.39100000000001,289.397,6452063.681,1873045.519,13.8,6.7,2,34.46,-11.1,4,203.0,0.0,2.0,2.0,1.0,0.0,4800
90,38.016,201.748,6452019.772000001,1872971.135,11.5,6.5,2,25.42,-6.09,3,207.0,0.0,2.0,2.0,1.0,128.5,60.383,367.168,6452105.795,1873103.03,13.8,6.7,2,22.51,11.08,0,203.0,2.0,0.0,1.0,3.0,0.0,2100
91,-14.521,433.414,6452077.8489999985,1873199.014,15.0,7.0,2,35.01,2.9,0,211.0,2.0,0.0,3.0,1.0,0.0,89.639,388.429,6452141.856000002,1873105.409,13.8,6.7,2,20.73,11.79,3,203.0,0.0,0.0,1.0,1.0,0.0,500
92,48.925,444.066,6452137.185,1873174.151,15.5,6.5,2,24.73,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,29.662,293.828,6452048.5,1873057.413,16.2,6.5,2,15.22,0.0,2,208.0,0.0,2.0,2.0,1.0,52.05,4300
93,51.358,341.531,6452088.227999999,1873091.542,13.5,6.7,2,22.47,9.46,4,203.0,0.0,2.0,2.0,1.0,0.0,-37.569,438.924,6452061.306,1873215.984,15.5,6.5,2,34.27,-8.07,0,211.0,2.0,0.0,3.0,1.0,0.0,1300
94,51.962,443.897,6452139.663,1873172.387,15.5,6.5,2,24.73,0.0,2,211.0,0.0,0.0,3.0,1.0,0.0,30.079,345.86300000000006,6452070.877,1873104.393,13.9,6.8,2,0.05,0.0,2,208.0,0.0,2.0,2.0,1.0,0.0,4700
95,50.913,444.285,6452138.982999999,1873173.275,15.5,6.5,2,24.73,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,20.017,288.645,6452037.568,1873056.794,14.8,6.7,2,18.99,0.0,1,208.0,0.0,2.0,2.0,1.0,38.49,4600
96,46.938,443.846,6452135.387,1873175.026,15.5,6.5,2,24.73,0.0,0,211.0,2.0,0.0,3.0,1.0,0.0,-45.045,490.839,6452077.454,1873260.913,16.8,7.0,2,0.0,0.0,3,201.0,0.0,3.0,4.0,1.0,0.0,4400
97,-45.157,513.882,6452087.34,1873281.675,20.0,7.0,2,0.21,5.93,3,201.0,0.0,3.0,4.0,1.0,23.04,-10.695,442.65,6452086.022999999,1873204.794,15.5,6.5,2,32.4,-10.73,0,211.0,2.0,0.0,3.0,1.0,0.0,2300
