Vehicle_ID,Frame_ID,Total_Frames,Global_Time,Local_X,Local_Y,Global_X,Global_Y,v_length,v_Width,v_Class,v_Vel,v_Acc,Lane_ID,O_Zone,D_Zone,Int_ID,Section_ID,Direction,Movement,Preceding,Following,Space_Headway,Time_Headway,Location
1311,8087,897,1163827300,14.637,0.86,2230521.301,1375552.75,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.68,173.67,peachtree
39,234,1598,1163053700,12.298,18.301,2230518.957,1375552.7659999998,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.83,8.24,peachtree
89,506,1273,1163080900,12.64,18.284000000000002,2230519.3,1375552.7680000002,16.5,7.0,2,51.3,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,85,0,72.73,1.42,peachtree
1311,8088,897,1163827400,14.639000000000001,0.885,2230521.3019999997,1375552.775,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.7,173.73,peachtree
1311,8089,897,1163827500,14.642000000000001,0.909,2230521.3030000003,1375552.799,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.71,173.8,peachtree
1311,8090,897,1163827600,14.644,0.9329999999999999,2230521.304,1375552.823,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.73,173.87,peachtree
1311,8091,897,1163827700,14.645999999999999,0.958,2230521.305,1375552.8480000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.74,173.93,peachtree
1311,8092,897,1163827800,14.649000000000001,0.982,2230521.306,1375552.872,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.76,174.0,peachtree
1311,8093,897,1163827900,14.651,1.006,2230521.307,1375552.896,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.78,174.07,peachtree
1311,8094,897,1163828000,14.652999999999999,1.031,2230521.308,1375552.9209999999,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.79,174.13,peachtree
1311,8095,897,1163828100,14.655999999999999,1.055,2230521.309,1375552.945,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.81,174.2,peachtree
1311,8096,897,1163828200,14.658,1.079,2230521.31,1375552.969,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.82,174.27,peachtree
1311,8097,897,1163828300,14.66,1.104,2230521.31,1375552.994,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.84,174.33,peachtree
1311,8098,897,1163828400,14.662,1.127,2230521.3109999998,1375553.0180000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.86,174.4,peachtree
1311,8099,897,1163828500,14.664000000000001,1.151,2230521.312,1375553.042,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.87,174.47,peachtree
1311,8100,897,1163828600,14.667,1.176,2230521.313,1375553.0669999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.89,174.53,peachtree
1311,8101,897,1163828700,14.669,1.2,2230521.3140000002,1375553.091,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.9,174.6,peachtree
1311,8102,897,1163828800,14.671,1.224,2230521.315,1375553.115,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.92,174.67,peachtree
39,235,1598,1163053800,12.343,18.672,2230518.982,1375553.139,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.84,8.25,peachtree
1311,8103,897,1163828900,14.674000000000001,1.249,2230521.316,1375553.14,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.94,174.73,peachtree
1311,8104,897,1163829000,14.675999999999998,1.273,2230521.317,1375553.164,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.95,174.8,peachtree
1311,8105,897,1163829100,14.677999999999999,1.297,2230521.318,1375553.188,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.97,174.87,peachtree
1102,6068,799,1163637100,14.18,18.64,2230520.818,1375553.209,14.5,7.0,2,20.8,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,984,0,86.39,4.15,peachtree
1311,8106,897,1163829200,14.681,1.3219999999999998,2230521.319,1375553.2130000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,41.98,174.93,peachtree
50,290,1573,1163059300,13.683,18.687,2230520.319,1375553.229,16.5,7.0,2,11.25,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,39,0,49.91,4.44,peachtree
1311,8107,897,1163829300,14.683,1.3459999999999999,2230521.32,1375553.237,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.0,175.0,peachtree
17,60,1717,1163036300,13.185,18.734,2230519.819,1375553.2480000001,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,37.12,1.44,peachtree
17,63,1717,1163036600,13.185,18.734,2230519.819,1375553.2480000001,15.5,7.0,2,25.79,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,15,0,39.62,1.54,peachtree
1311,8108,897,1163829400,14.685,1.369,2230521.321,1375553.261,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.02,175.07,peachtree
89,505,1273,1163080800,12.687999999999999,18.781,2230519.32,1375553.267,16.5,7.0,2,51.3,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,85,0,67.83,1.32,peachtree
1311,8109,897,1163829500,14.687999999999999,1.3940000000000001,2230521.3219999997,1375553.2859999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.03,175.13,peachtree
36,207,1395,1163051000,22.927,18.823,2230529.675,1375553.299,16.6,7.0,2,29.97,10.02,2,101.0,215.0,0.0,1.0,2.0,1.0,24,0,75.59,2.52,peachtree
1311,8110,897,1163829600,14.69,1.4180000000000001,2230521.3230000003,1375553.31,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.05,175.2,peachtree
1311,8111,897,1163829700,14.692,1.442,2230521.324,1375553.334,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.06,175.27,peachtree
1311,8112,897,1163829800,14.695,1.4669999999999999,2230521.325,1375553.3590000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.08,175.33,peachtree
1311,8113,897,1163829900,14.697000000000001,1.4909999999999999,2230521.326,1375553.3830000001,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.09,175.4,peachtree
1311,8114,897,1163830000,14.699000000000002,1.515,2230521.326,1375553.407,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.11,175.46,peachtree
1311,8115,897,1163830100,14.700999999999999,1.54,2230521.327,1375553.4319999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.13,175.53,peachtree
1311,8116,897,1163830200,14.703,1.564,2230521.328,1375553.456,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.14,175.59,peachtree
1311,8117,897,1163830300,14.706,1.588,2230521.329,1375553.48,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.16,175.66,peachtree
1311,8118,897,1163830400,14.708,1.6130000000000002,2230521.33,1375553.505,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.17,175.72,peachtree
39,236,1598,1163053900,12.388,19.044,2230519.006,1375553.513,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.86,8.25,peachtree
1311,8119,897,1163830500,14.71,1.6369999999999998,2230521.331,1375553.529,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.19,175.79,peachtree
1311,8120,897,1163830600,14.713,1.66,2230521.332,1375553.553,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.21,175.86,peachtree
1311,8121,897,1163830700,14.715,1.685,2230521.333,1375553.5780000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.22,175.92,peachtree
1311,8122,897,1163830800,14.717,1.709,2230521.3340000003,1375553.602,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.24,175.99,peachtree
1311,8123,897,1163830900,14.72,1.733,2230521.335,1375553.626,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.25,176.06,peachtree
1311,8124,897,1163831000,14.722000000000001,1.758,2230521.336,1375553.6509999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.27,176.13,peachtree
1311,8125,897,1163831100,14.724,1.7819999999999998,2230521.337,1375553.675,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.29,176.19,peachtree
1311,8126,897,1163831200,14.727,1.806,2230521.338,1375553.699,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.3,176.25,peachtree
95,578,2191,1163088100,14.228,19.137999999999998,2230520.838,1375553.709,18.0,7.0,2,36.16,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,89,0,303.16,8.38,peachtree
1311,8127,897,1163831300,14.729000000000001,1.831,2230521.339,1375553.7240000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.32,176.32,peachtree
1311,8128,897,1163831400,14.731,1.855,2230521.34,1375553.7480000001,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.33,176.38,peachtree
1311,8129,897,1163831500,14.734000000000002,1.879,2230521.341,1375553.7719999999,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.35,176.45,peachtree
1311,8130,897,1163831600,14.735999999999999,1.903,2230521.3419999997,1375553.7969999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.36,176.52,peachtree
1311,8131,897,1163831700,14.738,1.9269999999999998,2230521.3419999997,1375553.821,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.38,176.59,peachtree
1311,8132,897,1163831800,14.74,1.9509999999999998,2230521.3430000003,1375553.845,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.4,176.65,peachtree
1311,8133,897,1163831900,14.742,1.976,2230521.344,1375553.87,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.41,176.72,peachtree
39,237,1598,1163054000,12.433,19.415,2230519.03,1375553.886,15.0,7.0,2,3.74,0.0,1,101.0,214.0,0.0,1.0,2.0,1.0,17,0,30.88,8.26,peachtree
1311,8134,897,1163832000,14.745,2.0,2230521.345,1375553.894,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.43,176.78,peachtree
1311,8135,897,1163832100,14.747,2.024,2230521.346,1375553.918,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.44,176.85,peachtree
1311,8136,897,1163832200,14.749,2.049,2230521.347,1375553.9430000002,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.46,176.91,peachtree
1311,8137,897,1163832300,14.752,2.073,2230521.348,1375553.967,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.47,176.97,peachtree
1311,8138,897,1163832400,14.754000000000001,2.097,2230521.349,1375553.991,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.49,177.05,peachtree
1311,8139,897,1163832500,14.755999999999998,2.122,2230521.35,1375554.0159999998,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.51,177.11,peachtree
1311,8140,897,1163832600,14.759,2.146,2230521.351,1375554.04,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.52,177.18,peachtree
1311,8141,897,1163832700,14.761,2.17,2230521.352,1375554.064,15.0,7.0,2,0.24,0.0,1,101.0,206.0,0.0,1.0,2.0,1.0,1309,0,42.54,177.24,peachtree
